eval_loss;eval_f1;eval_accuracy;eval_runtime;eval_samples_per_second;eval_steps_per_second;epoch;scenario
0.4208658039569855;0.6723858659787629;0.650197628458498;96.9386;845.607;52.858;5.0;DistilBERT MFRC→MFTC
0.6880589723587036;0.6232889030994584;0.6427438871734957;59.681;803.137;50.2;5.0;DistilBERT MFTC→MFRC
0.416174978017807;0.6728965287367268;0.6491240911530767;165.5918;495.024;30.944;5.0;BERT MFRC→MFTC
0.6483014225959778;0.6238737388872241;0.6425561211716598;100.7873;475.576;29.726;5.0;BERT MFTC→MFRC
