eval_loss;eval_f1;eval_accuracy;eval_runtime;eval_samples_per_second;eval_steps_per_second;epoch;scenario
0.3718898296356201;0.6866144852868324;0.6451814768460575;6.2252;770.09;48.191;5.0;DistilBERT MFRC→MFRC (in-domain split, test)
0.28576213121414185;0.77209797657082;0.7418882654305928;10.2401;800.575;50.097;5.0;DistilBERT MFTC→MFTC (in-domain split, test)
0.3794969916343689;0.6850493790945537;0.6403838130997079;10.3424;463.53;29.007;5.0;BERT MFRC→MFRC (in-domain split, test)
0.2910127341747284;0.7677669446728533;0.7374969504757258;17.1312;478.542;29.945;5.0;BERT MFTC→MFTC (in-domain split, test)
